Incident,Date,Offense Type,Premise
1030517,1/3/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
1033317,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
967017,1/3/2017,Investigation - Family Violence,Apartment
967217,1/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
971017,1/3/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
973217,1/3/2017,Aggravated Assault (Deadly Weapon),Apartment
1034417,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Single Occ Resd(House,Townhs,Dplex)"
1102117,1/3/2017,Theft - All Other Items (Miscellaneous),Residence or House
1155917,1/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
1156318,1/3/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
1160017,1/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
1171017,1/3/2017,Fam Viol - Harassment - By Other Means (T),Restaurant or Cafeteria
1291717,1/3/2017,Burglary Habitation,Apartment
1293417,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1293717,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
1299717,1/3/2017,Resist Arrest/Search by Bodily Force (H),"Road, Street, or Sidewalk"
1310117,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
1314617,1/3/2017,Theft - All Other Items (Miscellaneous),Residence or House
1317317,1/3/2017,Aggravated Assault (Deadly Weapon),Apartment
1318317,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1324717,1/3/2017,Fam Viol-Reckless/Deadly Conduct,Residence or House
1326817,1/3/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
1332517,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1336017,1/3/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
1336317,1/3/2017,"PCS - Felony -Opium,Cocaine,Derivat (Poss)",Residence or House
1668317,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
1671717,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
3675317,1/3/2017,Aggravated Assault (Deadly Weapon),Apartment
1047117,1/3/2017,Investigation - Assault,Apartment
1193117,1/3/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
1244917,1/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
1247017,1/3/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
1250717,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1252517,1/3/2017,Aggravated Assault (Deadly Weapon),Apartment
1410717,1/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1413317,1/3/2017,Aggravated Assault (Deadly Weapon),Apartment
3833417,1/3/2017,Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
14005717,1/3/2017,Fugitive (Inside) - Special Crimes,Hospital
126434917,1/3/2017,Report Created In Error,Police Station
1408417,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1408517,1/4/2017,Criminal Mischief (Habitation) < $1500,Apartment
1385717,1/4/2017,Investigation - Family Violence,Apartment
1387717,1/4/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
1395717,1/4/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
1395817,1/4/2017,Investigation - Assault,Residence or House
1402017,1/4/2017,Making a False Report - Special Crimes Rel,Apartment
1404417,1/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
1624017,1/4/2017,Assault (A/C) Bodily Force (H),Apartment Parking Lot
1624317,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1637817,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1640717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
1647617,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1650017,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),"Road, Street, or Sidewalk"
1651317,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),"Road, Street, or Sidewalk"
1655117,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2373217,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1850317,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
1850717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1876618,1/4/2017,Sexual Assault (Other Penetration)(Child),Apartment
1940017,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1668817,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
1666317,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1689817,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
1661417,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
4043517,1/4/2017,Investigation - Criminal Intelligence(CID),"Other, Unknown, or Not Listed"
1461717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Other, Unknown, or Not Listed"
1464717,1/4/2017,Aggravated Assault (Deadly Weapon),Apartment
1471117,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1474617,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1708317,1/4/2017,Theft - Firearm,Apartment
1712717,1/4/2017,Fugitive (Inside) - Special Crimes,Residence or House
1713717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1715017,1/4/2017,Aggravated Assault (Deadly Weapon),Apartment Laundry
1718017,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Grocery Store or Supermarket Parking Lot
1719117,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1720317,1/4/2017,Investigation - Family Violence,Residence or House
1729117,1/4/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
1733317,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1733817,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1734517,1/4/2017,Investigation - Family Violence,Apartment
1742817,1/4/2017,Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
1737717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1738417,1/4/2017,Fam Viol - Agg Assault (Impede Breath) (H),"Road, Street, or Sidewalk"
1687517,1/4/2017,"PCS - Felony -Opium,Cocaine,Derivat (Poss)",Car Wash
178421717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1603117,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Laundry, Dry Cleaners, Washaterias"
1606917,1/4/2017,Sexual Assault (Force Intercourse),Apartment
1804717,1/4/2017,Investigation - Family Violence,Apartment
1807917,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1809717,1/4/2017,Assault (A/C) Bodily Force (H),Apartment
1815517,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1892217,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Condominium
2162317,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
3635817,1/4/2017,Harassment - By Other Means (T),Apartment
5169917,1/4/2017,Indecency With Child (Felony),Residence or House
1382917,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
1514117,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1456317,1/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
1436717,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment Parking Lot
1441117,1/4/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
1442217,1/4/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
1538717,1/4/2017,Investigation - Family Violence,Apartment
1548317,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1550118,1/4/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
1559217,1/4/2017,Aggravated Assault (Deadly Weapon),Convenience Store Parking Lot
1562617,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
1514717,1/4/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
1526917,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1761717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1763117,1/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
1765217,1/4/2017,Murder,Apartment Parking Lot
1782317,1/4/2017,Aggravated Assault (Deadly Weapon),Restaurant or Cafeteria Parking Lot
1785617,1/4/2017,Investigation - Family Violence,Apartment
1790517,1/4/2017,Affray (Fighting In A Public Place),Residence or House
1794017,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1794817,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1801717,1/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
5498817,1/4/2017,Assault (A/C) Bodily Force (H),Apartment
11562117,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
2200017,1/5/2017,"POM - Misd - Marijuana, Hashish POM (Poss)",Apartment
2201617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
2202317,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
2200717,1/5/2017,Fam Viol - Harassment - By Other Means (T),Apartment
2208117,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2218217,1/5/2017,Investigation - Family Violence,Apartment
2218717,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2227117,1/5/2017,Aggravated Assault (Deadly Weapon),Residence or House
2228017,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2238417,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2241517,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
2243717,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
2531217,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2253317,1/5/2017,Investigation - Family Violence,Residence or House
2476217,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Nursing Home
2131117,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2136417,1/5/2017,Assault (A/C) Bodily Force (H),Apartment
2141317,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
2146617,1/5/2017,Interference with Child Custody,Restaurant or Cafeteria Parking Lot
2150517,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2155617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2158217,1/5/2017,Aggravated Assault (Deadly Weapon),Apartment
2160317,1/5/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
1892917,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1895617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
1903617,1/5/2017,Assault (A/C) Bodily Force (H),Residence or House
1842517,1/5/2017,Burglary Habitation,Apartment
1846717,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
1847917,1/5/2017,Investigation - Family Violence,Residence or House
1911917,1/5/2017,Theft - All Other Items (Miscellaneous),Apartment
1824317,1/5/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
1826217,1/5/2017,Affray (Fighting In A Public Place),Apartment
1832417,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1834017,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1838117,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2119017,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2122517,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2122817,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
2123417,1/5/2017,Aggravated Assault (Deadly Weapon),Residence or House
2143617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
14551317,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2174617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2177817,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2179917,1/5/2017,Theft - All Other Items (Miscellaneous),Apartment
2186017,1/5/2017,Investigation - Family Violence,Apartment
2187117,1/5/2017,Fam Viol - S.B.Injury - Agg Assault (H),Residence or House
2197217,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Commercial Parking Lot or Garage
2009617,1/5/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
2017117,1/5/2017,Aggravated Assault (Deadly Weapon),Residence or House
2023517,1/5/2017,Investigation - Assault,Apartment
2023617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2026617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
2080117,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2081017,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
2088917,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2089217,1/5/2017,Criminal Mischief (Auto) < $1500 Loss,"Road, Street, or Sidewalk"
2090317,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Driveway
2090417,1/5/2017,Criminal Mischief (Auto) < $1500 Loss,Garage or Carport
2090717,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
2087417,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
2102117,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
2109517,1/5/2017,Investigation - Assault,Vacant Restaurant
5071917,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
5258417,1/5/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
1935217,1/5/2017,Criminal Mischief (Unclassified) < $1500,"Road, Street, or Sidewalk"
1971717,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hospital
1964317,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
1986717,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2029917,1/5/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
2031117,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2048917,1/5/2017,Fam Viol - Harassment - By Other Means (T),Apartment
2053917,1/5/2017,Aggravated Robbery (Deadly Weapon),Apartment
2060017,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
3689017,1/5/2017,Investigation - Family Violence,Residence or House
1935317,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1938317,1/5/2017,Investigation - Family Violence,Residence or House
1945517,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1878417,1/5/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
1876617,1/5/2017,Aggravated Robbery (Serious Bodily Injury),Restaurant or Cafeteria Parking Lot
1888217,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
1889517,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
1848417,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Laundry
1862717,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
1868617,1/5/2017,Aggravated Assault (Deadly Weapon),Apartment
1870717,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
5087617,1/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
3612117,1/6/2017,Terroristic Threat by Other Means (T),Apartment
2370817,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2371717,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2388417,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2399917,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2433817,1/6/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
2443517,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2454217,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2453717,1/6/2017,Report Created In Error,Apartment
2279917,1/6/2017,Investigation - Family Violence,Apartment
2248517,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
2347917,1/6/2017,Fam Viol - Harassment - By Other Means (T),Apartment
2350917,1/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
2363517,1/6/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
4073217,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
225821717,1/6/2017,Criminal Mischief (Auto) < $1500 Loss,Other Parking Lot
22652117,1/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
2527717,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2527817,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2527917,1/6/2017,Abandoning or Endangering a Child,Apartment
2538417,1/6/2017,Aggravated Assault (Deadly Weapon),Apartment
2518617,1/6/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
2471317,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2537017,1/6/2017,Terroristic Threat by Other Means (T),Apartment
2547917,1/6/2017,Aggravated Assault (Deadly Weapon),Apartment
2562717,1/6/2017,Investigation - Family Violence,Residence or House
2620017,1/6/2017,Fam Viol - Burg of Resid to Commit Assault,Residence or House
2623517,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2625417,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2640217,1/6/2017,Mental Illness,Residence or House
2640317,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2640717,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
2645717,1/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
2647017,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
2652517,1/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
