File Name,REGION,INSTITUTION,MALE,FEMALE,TOTAL,Black #,Black %,White #,White %,Latinx #,Latinx %,American Indian #,American Indian %,Asian #,Asian %,Unknown #,Unknown %,TOTAL,Validation Link
Inmate Characteristics Report FY 2022 Q1.pdf,,ECI-A,495,.,,495,366,73.9%,117,23.6%,10,2.0%,,0,.0%,2,.4%,0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,ECI-E,1083,.,1083,,717,66.2%,307,28.3%,54,5.0%,2,,.2%,3,.3%,0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,ECI-W,1104,.,1104,,798,72.3%,257,23.3%,39,3.5%,,4,.4%,3,.3%,3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,JCI,1608,.,1608,,1211,75.3%,331,20.6%,54,3.4%,,3,.2%,6,.4%,3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,MCIJ,687,.,,687,484,70.5%,151,22.0%,45,6.6%,,5,.7%,1,.1%,1,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,MCIW,.,463,,463,235,50.8%,212,45.8%,7,1.5%,2,,.4%,3,.6%,4,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,MRDCC,87,.,,87,78,89.7%,7,8.0%,2,2.3%,,0,.0%,0,.0%,0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,TOTAL,6311,463,6774,,4850,71.6%,1630,24.1%,236,3.5%,19,,.3%,25,.4%,14,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,PATX,PATX-M TOTAL,588 588,. .,,588 588,452 452,76.9% 76.9%,111 111,18.9% 18.9%,19 19,3.2% 3.2%,2 2,,.3% .3%,3 3,.5% .5%,1 1,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,DPDS OTHER,BCBIC MTC YDC TOTAL CHDU TOTAL,84 57 8 149 179 179,8 . . 8 16 16,,92 57 8 157 195 195,77 51 7 135 130 130,83.7% 89.5% 87.5% 86.0% 66.7% 66.7%,14 3 0 17 58 58,15.2% 5.3% .0% 10.8% 29.7% 29.7%,1 3 1 5 7 7,1.1% 5.3% 12.5% 3.2% 3.6% 3.6%,,0 0 0 0 0 0,.0% .0% .0% .0% .0% .0%,0 0 0 0 0 0,.0% .0% .0% .0% .0% .0%,0 0 0 0 0 0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,GRAND TOTAL,,14176,487,14663,,10523,71.8%,3327,22.7%,691,4.7%,33,,.2%,55,.4%,34,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,NBCI,1040,.,1040,837,80.5%,162,15.6%,35,3.4%,1,.1%,3,.3%,2,.2%,1040,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,RCI,1462,.,1462,1078,73.7%,328,22.4%,46,3.1%,3,.2%,4,.3%,3,.2%,1462,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,WCI,1534,.,1534,1110,72.4%,337,22.0%,70,4.6%,3,.2%,7,.5%,7,.5%,1534,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,TOTAL,6948,.,6948,4923,70.9%,1535,22.1%,431,6.2%,12,.2%,28,.4%,19,.3%,6948,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,EAST,BCCC,347,.,347,277,79.8%,63,18.2%,5,1.4%,0,.0%,2,.6%,0,.0%,347,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,CMCF,239,.,239,173,72.4%,55,23.0%,6,2.5%,2,.8%,2,.8%,1,.4%,239,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,DRCF,750,.,750,597,79.6%,129,17.2%,17,2.3%,2,.3%,3,.4%,2,.3%,750,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,ECI-A,485,.,485,357,73.6%,117,24.1%,7,1.4%,0,.0%,4,.8%,0,.0%,485,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,ECI-E,1127,.,1127,741,65.7%,323,28.7%,55,4.9%,4,.4%,4,.4%,0,.0%,1127,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,ECI-W,1140,.,1140,819,71.8%,268,23.5%,43,3.8%,4,.4%,3,.3%,3,.3%,1140,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,JCI,1607,.,1607,1208,75.2%,333,20.7%,54,3.4%,3,.2%,5,.3%,4,.2%,1607,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,MCIJ,661,.,661,477,72.2%,138,20.9%,43,6.5%,3,.5%,0,.0%,0,.0%,661,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,MCIW,.,469,469,240,51.2%,213,45.4%,8,1.7%,3,.6%,1,.2%,4,.9%,469,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,,MRDCC,85,.,85,78,91.8%,7,8.2%,0,.0%,0,.0%,0,.0%,0,.0%,85,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,PATX,TOTAL PATX-M PATX-F,6441 645 .,469 . 12,6910 645 12,4967 501 4,71.9% 77.7% 33.3%,1646 119 8,23.8% 18.4% 66.7%,238 19 0,3.4% 2.9% .0%,21 2 0,.3% .3% .0%,24 3 0,.3% .5% .0%,14 1 0,.2% .2% .0%,6910 645 12,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,DPDS,TOTAL BCBIC MTC YDC TOTAL,645 98 72 3 173,12 6 . . 6,657 104 72 3 179,505 92 61 3 156,76.9% 88.5% 84.7% 100.0% 87.2%,127 10 10 0 20,19.3% 9.6% 13.9% .0% 11.2%,19 2 1 0 3,2.9% 1.9% 1.4% .0% 1.7%,2 0 0 0 0,.3% .0% .0% .0% .0%,3 0 0 0 0,.5% .0% .0% .0% .0%,1 0 0 0 0,.2% .0% .0% .0% .0%,657 104 72 3 179,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,OTHER,CHDU TOTAL,152 152,18 18,170 170,113 113,66.5% 66.5%,50 50,29.4% 29.4%,7 7,4.1% 4.1%,0 0,.0% .0%,0 0,.0% .0%,0 0,.0% .0%,170 170,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2022 Q2.pdf,GRAND,TOTAL,14359,505,14864,10664,71.7%,3378,22.7%,698,4.7%,35,.2%,55,.4%,34,.2%,14864,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,WEST,MCIH,928,.,928,574,61.9%,234,25.2%,111,12.0%,3,.3%,3,.3%,3,.3%,928,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,MCTC,2003,.,2003,1333,66.6%,490,24.5%,164,8.2%,2,.1%,12,.6%,2,.1%,2003,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,NBCI,1024,.,1024,830,81.1%,152,14.8%,35,3.4%,1,.1%,3,.3%,3,.3%,1024,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,RCI,1463,.,1463,1083,74.0%,320,21.9%,49,3.3%,4,.3%,4,.3%,3,.2%,1463,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,WCI,1551,.,1551,1124,72.5%,334,21.5%,77,5.0%,4,.3%,7,.5%,5,.3%,1551,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,TOTAL,6969,.,6969,4944,70.9%,1530,22.0%,436,6.3%,14,.2%,29,.4%,16,.2%,6969,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,EAST,BCCC,338,.,338,261,77.2%,71,21.0%,4,1.2%,0,.0%,1,.3%,1,.3%,338,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,CMCF,285,.,285,210,73.7%,63,22.1%,7,2.5%,2,.7%,2,.7%,1,.4%,285,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,DRCF,729,.,729,576,79.0%,131,18.0%,17,2.3%,1,.1%,3,.4%,1,.1%,729,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,ECI-A,436,.,436,319,73.2%,105,24.1%,8,1.8%,1,.2%,3,.7%,0,.0%,436,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,ECI-E,1204,.,1204,791,65.7%,354,29.4%,52,4.3%,3,.2%,3,.2%,1,.1%,1204,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,ECI-W,1114,.,1114,791,71.0%,268,24.1%,44,3.9%,3,.3%,6,.5%,2,.2%,1114,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,JCI,1662,.,1662,1259,75.8%,342,20.6%,52,3.1%,0,.0%,6,.4%,3,.2%,1662,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,MCIJ,659,.,659,473,71.8%,142,21.5%,40,6.1%,3,.5%,0,.0%,1,.2%,659,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,MCIW,.,469,469,239,51.0%,213,45.4%,8,1.7%,3,.6%,2,.4%,4,.9%,469,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,MRDCC,56,.,56,52,92.9%,4,7.1%,0,.0%,0,.0%,0,.0%,0,.0%,56,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,PATX,TOTAL PATX-M PATX-F,6483 621 .,469 . 12,6952 621 12,4971 479 4,71.5% 77.1% 33.3%,1693 121 8,24.4% 19.5% 66.7%,232 17 0,3.3% 2.7% .0%,16 1 0,.2% .2% .0%,26 2 0,.4% .3% .0%,14 1 0,.2% .2% .0%,6952 621 12,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,DPDS,TOTAL BCBIC,621 80,12 4,633 84,483 72,76.3% 85.7%,129 10,20.4% 11.9%,17 1,2.7% 1.2%,1 0,.2% .0%,2 0,.3% .0%,1 1,.2% 1.2%,633 84,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,,MTC YDC TOTAL,43 5 128,. . 4,43 5 132,36 5 113,83.7% 100.0% 85.6%,5 0 15,11.6% .0% 11.4%,2 0 3,4.7% .0% 2.3%,0 0 0,.0% .0% .0%,0 0 0,.0% .0% .0%,0 0 1,.0% .0% .8%,43 5 132,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,OTHER,CHDU TOTAL,164 164,17 17,181 181,135 135,74.6% 74.6%,42 42,23.2% 23.2%,3 3,1.7% 1.7%,0 0,.0% .0%,1 1,.6% .6%,0 0,.0% .0%,181 181,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=19&page=0
Inmate Characteristics Report FY 2022 Q3.pdf,GRAND,TOTAL,14365,502,14867,10646,71.6%,3409,22.9%,691,4.6%,31,.2%,58,.4%,32,.2%,14867,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=2a208b0c90f5dea3_3abff4f8a2b47ed6&schid=8018&row=20&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,WEST,MCIH,893,.,893,569,63.7%,215,24.1%,100,11.2%,3,.3%,4,.4%,2,.2%,893,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,MCTC,2020,.,2020,1336,66.1%,500,24.8%,169,8.4%,2,.1%,11,.5%,2,.1%,2020,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,NBCI,1017,.,1017,821,80.7%,155,15.2%,35,3.4%,1,.1%,3,.3%,2,.2%,1017,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,RCI,1487,.,1487,1108,74.5%,317,21.3%,53,3.6%,5,.3%,2,.1%,2,.1%,1487,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,WCI,1570,.,1570,1126,71.7%,343,21.8%,84,5.4%,4,.3%,7,.4%,6,.4%,1570,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,EAST,TOTAL BCCC,6987 355,. .,6987 355,4960 277,71.0% 78.0%,1530 72,21.9% 20.3%,441 4,6.3% 1.1%,15 0,.2% .0%,27 1,.4% .3%,14 1,.2% .3%,6987 355,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,CMCF,274,.,274,205,74.8%,56,20.4%,8,2.9%,2,.7%,2,.7%,1,.4%,274,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,DRCF,707,.,707,546,77.2%,141,19.9%,16,2.3%,1,.1%,3,.4%,0,.0%,707,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,ECI-A,401,.,401,287,71.6%,105,26.2%,6,1.5%,1,.2%,2,.5%,0,.0%,401,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,ECI-E,1197,.,1197,798,66.7%,340,28.4%,52,4.3%,4,.3%,2,.2%,1,.1%,1197,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,ECI-W,1186,.,1186,853,71.9%,274,23.1%,49,4.1%,2,.2%,6,.5%,2,.2%,1186,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,JCI,1708,.,1708,1290,75.5%,352,20.6%,55,3.2%,1,.1%,7,.4%,3,.2%,1708,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,MCIJ,617,.,617,430,69.7%,139,22.5%,42,6.8%,3,.5%,0,.0%,3,.5%,617,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,MCIW,.,482,482,247,51.2%,217,45.0%,9,1.9%,3,.6%,2,.4%,4,.8%,482,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,MRDCC,50,.,50,46,92.0%,3,6.0%,1,2.0%,0,.0%,0,.0%,0,.0%,50,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,,TOTAL,6495,482,6977,4979,71.4%,1699,24.4%,242,3.5%,17,.2%,25,.4%,15,.2%,6977,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,PATX DPDS OTHER,PATX-M PATX-F TOTAL BCBIC MTC YDC TOTAL CHDU TOTAL,620 . 620 116 93 5 214 154 154,. 12 12 4 . . 4 15 15,620 12 632 120 93 5 218 169 169,471 3 474 102 82 5 189 117 117,76.0% 25.0% 75.0% 85.0% 88.2% 100.0% 86.7% 69.2% 69.2%,128 9 137 10 10 0 20 47 47,20.6% 75.0% 21.7% 8.3% 10.8% .0% 9.2% 27.8% 27.8%,17 0 17 6 1 0 7 5 5,2.7% .0% 2.7% 5.0% 1.1% .0% 3.2% 3.0% 3.0%,1 0 1 0 0 0 0 0 0,.2% .0% .2% .0% .0% .0% .0% .0% .0%,2 0 2 0 0 0 0 0 0,.3% .0% .3% .0% .0% .0% .0% .0% .0%,1 0 1 2 0 0 2 0 0,.2% .0% .2% 1.7% .0% .0% .9% .0% .0%,620 12 632 120 93 5 218 169 169,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2022 Q4.pdf,GRAND,TOTAL,14470,513,14983,10719,71.5%,3433,22.9%,712,4.8%,33,.2%,54,.4%,32,.2%,14983,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59c7447d40e12612_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,WEST,MCIH,811,.,811,543,67.0%,179,22.1%,83,10.2%,1,.1%,3,.4%,2,.2%,811,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2023 Q1.pdf,,MCTC,2046,.,2046,1341,65.5%,506,24.7%,184,9.0%,1,.0%,12,.6%,2,.1%,2046,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=c485fde1c8b0b222_3abff4f8a2b47ed6&schid=8018&row=1&page=0
